date,rank,song,artist,last-week,peak-rank,weeks-on-board
24/03/2007,1,Glamorous,Fergie Featuring Ludacris,8,1,9
31/03/2007,1,Glamorous,Fergie Featuring Ludacris,1,1,10
07/04/2007,1,Don't Matter,Akon,3,1,10
14/04/2007,1,Don't Matter,Akon,1,1,11
21/04/2007,1,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,42,1,9
28/04/2007,1,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,1,1,10
05/05/2007,1,Girlfriend,Avril Lavigne,3,1,8
12/05/2007,1,Makes Me Wonder,Maroon 5,64,1,4
19/05/2007,1,Makes Me Wonder,Maroon 5,1,1,5
26/05/2007,1,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,3,1,12
02/06/2007,1,Makes Me Wonder,Maroon 5,2,1,7
09/06/2007,1,Umbrella,Rihanna Featuring Jay-Z,41,1,7
16/06/2007,1,Umbrella,Rihanna Featuring Jay-Z,1,1,8
23/06/2007,1,Umbrella,Rihanna Featuring Jay-Z,1,1,9
30/06/2007,1,Umbrella,Rihanna Featuring Jay-Z,1,1,10
07/07/2007,1,Umbrella,Rihanna Featuring Jay-Z,1,1,11
14/07/2007,1,Umbrella,Rihanna Featuring Jay-Z,1,1,12
21/07/2007,1,Umbrella,Rihanna Featuring Jay-Z,1,1,13
28/07/2007,1,Hey There Delilah,Plain White T's,2,1,16
04/08/2007,1,Hey There Delilah,Plain White T's,1,1,17
11/08/2007,1,Beautiful Girls,Sean Kingston,23,1,10
18/08/2007,1,Beautiful Girls,Sean Kingston,1,1,11
25/08/2007,1,Beautiful Girls,Sean Kingston,1,1,12
01/09/2007,1,Beautiful Girls,Sean Kingston,1,1,13
08/09/2007,1,Big Girls Don't Cry,Fergie,2,1,19
15/09/2007,1,Crank That (Soulja Boy),Soulja Boy Tell'em,2,1,8
22/09/2007,1,Crank That (Soulja Boy),Soulja Boy Tell'em,1,1,9
29/09/2007,1,Stronger,Kanye West,2,1,8
06/10/2007,1,Crank That (Soulja Boy),Soulja Boy Tell'em,2,1,11
13/10/2007,1,Crank That (Soulja Boy),Soulja Boy Tell'em,1,1,12
20/10/2007,1,Crank That (Soulja Boy),Soulja Boy Tell'em,1,1,13
27/10/2007,1,Crank That (Soulja Boy),Soulja Boy Tell'em,1,1,14
03/11/2007,1,Crank That (Soulja Boy),Soulja Boy Tell'em,1,1,15
10/11/2007,1,Kiss Kiss,Chris Brown Featuring T-Pain,2,1,7
17/11/2007,1,Kiss Kiss,Chris Brown Featuring T-Pain,1,1,8
24/11/2007,1,Kiss Kiss,Chris Brown Featuring T-Pain,1,1,9
01/12/2007,1,No One,Alicia Keys,2,1,11
08/12/2007,1,No One,Alicia Keys,1,1,12
15/12/2007,1,No One,Alicia Keys,1,1,13
22/12/2007,1,No One,Alicia Keys,1,1,14
29/12/2007,1,No One,Alicia Keys,1,1,15
05/01/2008,1,Low,Flo Rida Featuring T-Pain,2,1,9
12/01/2008,1,Low,Flo Rida Featuring T-Pain,1,1,10
19/01/2008,1,Low,Flo Rida Featuring T-Pain,1,1,11
26/01/2008,1,Low,Flo Rida Featuring T-Pain,1,1,12
02/02/2008,1,Low,Flo Rida Featuring T-Pain,1,1,13
09/02/2008,1,Low,Flo Rida Featuring T-Pain,1,1,14
16/02/2008,1,Low,Flo Rida Featuring T-Pain,1,1,15
23/02/2008,1,Low,Flo Rida Featuring T-Pain,1,1,16
01/03/2008,1,Low,Flo Rida Featuring T-Pain,1,1,17
08/03/2008,1,Low,Flo Rida Featuring T-Pain,1,1,18
15/03/2008,1,Love In This Club,Usher Featuring Young Jeezy,51,1,3
22/03/2008,1,Love In This Club,Usher Featuring Young Jeezy,1,1,4
29/03/2008,1,Love In This Club,Usher Featuring Young Jeezy,1,1,5
05/04/2008,1,Bleeding Love,Leona Lewis,8,1,6
12/04/2008,1,Touch My Body,Mariah Carey,15,1,7
19/04/2008,1,Touch My Body,Mariah Carey,1,1,8
26/04/2008,1,Bleeding Love,Leona Lewis,2,1,9
03/05/2008,1,Lollipop,Lil Wayne Featuring Static Major,2,1,6
10/05/2008,1,Bleeding Love,Leona Lewis,2,1,11
17/05/2008,1,Bleeding Love,Leona Lewis,1,1,12
24/05/2008,1,Take A Bow,Rihanna,53,1,5
31/05/2008,1,Lollipop,Lil Wayne Featuring Static Major,3,1,10
07/06/2008,1,Lollipop,Lil Wayne Featuring Static Major,1,1,11
14/06/2008,1,Lollipop,Lil Wayne Featuring Static Major,1,1,12
21/06/2008,1,Lollipop,Lil Wayne Featuring Static Major,1,1,13
28/06/2008,1,Viva La Vida,Coldplay,2,1,6
05/07/2008,1,I Kissed A Girl,Katy Perry,2,1,7
12/07/2008,1,I Kissed A Girl,Katy Perry,1,1,8
19/07/2008,1,I Kissed A Girl,Katy Perry,1,1,9
26/07/2008,1,I Kissed A Girl,Katy Perry,1,1,10
02/08/2008,1,I Kissed A Girl,Katy Perry,1,1,11
09/08/2008,1,I Kissed A Girl,Katy Perry,1,1,12
16/08/2008,1,I Kissed A Girl,Katy Perry,1,1,13
23/08/2008,1,Disturbia,Rihanna,3,1,8
30/08/2008,1,Disturbia,Rihanna,1,1,9
06/09/2008,1,Whatever You Like,T.I.,71,1,3
13/09/2008,1,Whatever You Like,T.I.,1,1,4
20/09/2008,1,Whatever You Like,T.I.,1,1,5
27/09/2008,1,So What,P!nk,2,1,4
04/10/2008,1,Whatever You Like,T.I.,2,1,7
11/10/2008,1,Whatever You Like,T.I.,1,1,8
18/10/2008,1,Live Your Life,T.I. Featuring Rihanna,80,1,2
25/10/2008,1,Womanizer,Britney Spears,96,1,2
01/11/2008,1,Whatever You Like,T.I.,2,1,11
08/11/2008,1,Whatever You Like,T.I.,1,1,12
15/11/2008,1,Live Your Life,T.I. Featuring Rihanna,2,1,6
22/11/2008,1,Live Your Life,T.I. Featuring Rihanna,1,1,7
29/11/2008,1,Live Your Life,T.I. Featuring Rihanna,1,1,8
06/12/2008,1,Live Your Life,T.I. Featuring Rihanna,1,1,9
13/12/2008,1,Single Ladies (Put A Ring On It),Beyonce,2,1,7
20/12/2008,1,Live Your Life,T.I. Featuring Rihanna,2,1,11
27/12/2008,1,Single Ladies (Put A Ring On It),Beyonce,2,1,9
03/01/2009,1,Single Ladies (Put A Ring On It),Beyonce,1,1,10
10/01/2009,1,Single Ladies (Put A Ring On It),Beyonce,1,1,11
17/01/2009,1,Just Dance,Lady Gaga Featuring Colby O'Donis,2,1,22
24/01/2009,1,Just Dance,Lady Gaga Featuring Colby O'Donis,1,1,23
31/01/2009,1,Just Dance,Lady Gaga Featuring Colby O'Donis,1,1,24
07/02/2009,1,My Life Would Suck Without You,Kelly Clarkson,97,1,2
14/02/2009,1,My Life Would Suck Without You,Kelly Clarkson,1,1,3
21/02/2009,1,Crack A Bottle,"Eminem, Dr. Dre & 50 Cent",78,1,4
28/02/2009,1,Right Round,Flo Rida,58,1,3
07/03/2009,1,Right Round,Flo Rida,1,1,4
14/03/2009,1,Right Round,Flo Rida,1,1,5
21/03/2009,1,Right Round,Flo Rida,1,1,6
28/03/2009,1,Right Round,Flo Rida,1,1,7
04/04/2009,1,Right Round,Flo Rida,1,1,8
11/04/2009,1,Poker Face,Lady Gaga,2,1,15
18/04/2009,1,Boom Boom Pow,The Black Eyed Peas,39,1,4
25/04/2009,1,Boom Boom Pow,The Black Eyed Peas,1,1,5
02/05/2009,1,Boom Boom Pow,The Black Eyed Peas,1,1,6
09/05/2009,1,Boom Boom Pow,The Black Eyed Peas,1,1,7
16/05/2009,1,Boom Boom Pow,The Black Eyed Peas,1,1,8
23/05/2009,1,Boom Boom Pow,The Black Eyed Peas,1,1,9
30/05/2009,1,Boom Boom Pow,The Black Eyed Peas,1,1,10
06/06/2009,1,Boom Boom Pow,The Black Eyed Peas,1,1,11
13/06/2009,1,Boom Boom Pow,The Black Eyed Peas,1,1,12
20/06/2009,1,Boom Boom Pow,The Black Eyed Peas,1,1,13
27/06/2009,1,Boom Boom Pow,The Black Eyed Peas,1,1,14
04/07/2009,1,Boom Boom Pow,The Black Eyed Peas,1,1,15
11/07/2009,1,I Gotta Feeling,The Black Eyed Peas,2,1,3
18/07/2009,1,I Gotta Feeling,The Black Eyed Peas,1,1,4
25/07/2009,1,I Gotta Feeling,The Black Eyed Peas,1,1,5
01/08/2009,1,I Gotta Feeling,The Black Eyed Peas,1,1,6
08/08/2009,1,I Gotta Feeling,The Black Eyed Peas,1,1,7
15/08/2009,1,I Gotta Feeling,The Black Eyed Peas,1,1,8
22/08/2009,1,I Gotta Feeling,The Black Eyed Peas,1,1,9
29/08/2009,1,I Gotta Feeling,The Black Eyed Peas,1,1,10
05/09/2009,1,I Gotta Feeling,The Black Eyed Peas,1,1,11
12/09/2009,1,I Gotta Feeling,The Black Eyed Peas,1,1,12
19/09/2009,1,I Gotta Feeling,The Black Eyed Peas,1,1,13
26/09/2009,1,I Gotta Feeling,The Black Eyed Peas,1,1,14
03/10/2009,1,I Gotta Feeling,The Black Eyed Peas,1,1,15
10/10/2009,1,I Gotta Feeling,The Black Eyed Peas,1,1,16
17/10/2009,1,Down,Jay Sean Featuring Lil Wayne,2,1,14
24/10/2009,1,3,Britney Spears,,1,1
31/10/2009,1,Down,Jay Sean Featuring Lil Wayne,2,1,16
07/11/2009,1,Fireflies,Owl City,7,1,10
14/11/2009,1,Whatcha Say,Jason Derulo,2,1,12
21/11/2009,1,Fireflies,Owl City,2,1,12
28/11/2009,1,Empire State Of Mind,Jay-Z + Alicia Keys,2,1,10
05/12/2009,1,Empire State Of Mind,Jay-Z + Alicia Keys,1,1,11
12/12/2009,1,Empire State Of Mind,Jay-Z + Alicia Keys,1,1,12
19/12/2009,1,Empire State Of Mind,Jay-Z + Alicia Keys,1,1,13
26/12/2009,1,Empire State Of Mind,Jay-Z + Alicia Keys,1,1,14
02/01/2010,1,TiK ToK,Ke$ha,2,1,11
09/01/2010,1,TiK ToK,Ke$ha,1,1,12
16/01/2010,1,TiK ToK,Ke$ha,1,1,13
23/01/2010,1,TiK ToK,Ke$ha,1,1,14
30/01/2010,1,TiK ToK,Ke$ha,1,1,15
06/02/2010,1,TiK ToK,Ke$ha,1,1,16
13/02/2010,1,TiK ToK,Ke$ha,1,1,17
20/02/2010,1,TiK ToK,Ke$ha,1,1,18
27/02/2010,1,TiK ToK,Ke$ha,1,1,19
06/03/2010,1,Imma Be,The Black Eyed Peas,3,1,12
13/03/2010,1,Imma Be,The Black Eyed Peas,1,1,13
20/03/2010,1,Break Your Heart,Taio Cruz Featuring Ludacris,53,1,2
27/03/2010,1,Rude Boy,Rihanna,4,1,5
03/04/2010,1,Rude Boy,Rihanna,1,1,6
10/04/2010,1,Rude Boy,Rihanna,1,1,7
17/04/2010,1,Rude Boy,Rihanna,1,1,8
24/04/2010,1,Rude Boy,Rihanna,1,1,9
01/05/2010,1,Nothin' On You,B.o.B Featuring Bruno Mars,2,1,12
08/05/2010,1,Nothin' On You,B.o.B Featuring Bruno Mars,1,1,13
15/05/2010,1,OMG,Usher Featuring will.i.am,6,1,5
22/05/2010,1,Not Afraid,Eminem,,1,1
29/05/2010,1,OMG,Usher Featuring will.i.am,2,1,7
05/06/2010,1,OMG,Usher Featuring will.i.am,1,1,8
12/06/2010,1,OMG,Usher Featuring will.i.am,1,1,9
19/06/2010,1,California Gurls,Katy Perry Featuring Snoop Dogg,2,1,4
26/06/2010,1,California Gurls,Katy Perry Featuring Snoop Dogg,1,1,5
03/07/2010,1,California Gurls,Katy Perry Featuring Snoop Dogg,1,1,6
10/07/2010,1,California Gurls,Katy Perry Featuring Snoop Dogg,1,1,7
17/07/2010,1,California Gurls,Katy Perry Featuring Snoop Dogg,1,1,8
24/07/2010,1,California Gurls,Katy Perry Featuring Snoop Dogg,1,1,9
31/07/2010,1,Love The Way You Lie,Eminem Featuring Rihanna,2,1,4
07/08/2010,1,Love The Way You Lie,Eminem Featuring Rihanna,1,1,5
14/08/2010,1,Love The Way You Lie,Eminem Featuring Rihanna,1,1,6
21/08/2010,1,Love The Way You Lie,Eminem Featuring Rihanna,1,1,7
28/08/2010,1,Love The Way You Lie,Eminem Featuring Rihanna,1,1,8
04/09/2010,1,Love The Way You Lie,Eminem Featuring Rihanna,1,1,9
11/09/2010,1,Love The Way You Lie,Eminem Featuring Rihanna,1,1,10
18/09/2010,1,Teenage Dream,Katy Perry,2,1,7
25/09/2010,1,Teenage Dream,Katy Perry,1,1,8
02/10/2010,1,Just The Way You Are,Bruno Mars,3,1,9
09/10/2010,1,Just The Way You Are,Bruno Mars,1,1,10
16/10/2010,1,Just The Way You Are,Bruno Mars,1,1,11
23/10/2010,1,Just The Way You Are,Bruno Mars,1,1,12
30/10/2010,1,Like A G6,Far*East Movement Featuring Cataracs & Dev,2,1,10
06/11/2010,1,Like A G6,Far*East Movement Featuring Cataracs & Dev,1,1,11
13/11/2010,1,We R Who We R,Ke$ha,,1,1
20/11/2010,1,What's My Name?,Rihanna Featuring Drake,60,1,3
27/11/2010,1,Like A G6,Far*East Movement Featuring Cataracs & Dev,2,1,14
04/12/2010,1,Only Girl (In The World),Rihanna,2,1,11
11/12/2010,1,Raise Your Glass,P!nk,2,1,8
18/12/2010,1,Firework,Katy Perry,2,1,7
25/12/2010,1,Firework,Katy Perry,1,1,8
01/01/2011,1,Firework,Katy Perry,1,1,9
08/01/2011,1,Grenade,Bruno Mars,2,1,13
15/01/2011,1,Firework,Katy Perry,2,1,11
22/01/2011,1,Grenade,Bruno Mars,2,1,15
29/01/2011,1,Hold It Against Me,Britney Spears,,1,1
05/02/2011,1,Grenade,Bruno Mars,2,1,17
12/02/2011,1,Grenade,Bruno Mars,1,1,18
19/02/2011,1,Black And Yellow,Wiz Khalifa,4,1,18
26/02/2011,1,Born This Way,Lady Gaga,,1,1
05/03/2011,1,Born This Way,Lady Gaga,1,1,2
12/03/2011,1,Born This Way,Lady Gaga,1,1,3
19/03/2011,1,Born This Way,Lady Gaga,1,1,4
26/03/2011,1,Born This Way,Lady Gaga,1,1,5
02/04/2011,1,Born This Way,Lady Gaga,1,1,6
09/04/2011,1,E.T.,Katy Perry Featuring Kanye West,2,1,7
16/04/2011,1,E.T.,Katy Perry Featuring Kanye West,1,1,8
23/04/2011,1,E.T.,Katy Perry Featuring Kanye West,1,1,9
30/04/2011,1,S&M,Rihanna Featuring Britney Spears,2,1,14
07/05/2011,1,E.T.,Katy Perry Featuring Kanye West,2,1,11
14/05/2011,1,E.T.,Katy Perry Featuring Kanye West,1,1,12
21/05/2011,1,Rolling In The Deep,Adele,2,1,18
28/05/2011,1,Rolling In The Deep,Adele,1,1,19
04/06/2011,1,Rolling In The Deep,Adele,1,1,20
11/06/2011,1,Rolling In The Deep,Adele,1,1,21
18/06/2011,1,Rolling In The Deep,Adele,1,1,22
25/06/2011,1,Rolling In The Deep,Adele,1,1,23
02/07/2011,1,Rolling In The Deep,Adele,1,1,24
09/07/2011,1,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",2,1,13
16/07/2011,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,3,1,15
23/07/2011,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,1,16
30/07/2011,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,1,17
06/08/2011,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,1,18
13/08/2011,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,1,19
20/08/2011,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,1,1,20
27/08/2011,1,Last Friday Night (T.G.I.F.),Katy Perry,2,1,12
03/09/2011,1,Last Friday Night (T.G.I.F.),Katy Perry,1,1,13
10/09/2011,1,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,4,1,10
17/09/2011,1,Someone Like You,Adele,19,1,9
24/09/2011,1,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2,1,12
01/10/2011,1,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1,1,13
08/10/2011,1,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1,1,14
15/10/2011,1,Someone Like You,Adele,2,1,13
22/10/2011,1,Someone Like You,Adele,1,1,14
29/10/2011,1,Someone Like You,Adele,1,1,15
05/11/2011,1,Someone Like You,Adele,1,1,16
12/11/2011,1,We Found Love,Rihanna Featuring Calvin Harris,2,1,6
19/11/2011,1,We Found Love,Rihanna Featuring Calvin Harris,1,1,7
26/11/2011,1,We Found Love,Rihanna Featuring Calvin Harris,1,1,8
03/12/2011,1,We Found Love,Rihanna Featuring Calvin Harris,1,1,9
10/12/2011,1,We Found Love,Rihanna Featuring Calvin Harris,1,1,10
17/12/2011,1,We Found Love,Rihanna Featuring Calvin Harris,1,1,11
24/12/2011,1,We Found Love,Rihanna Featuring Calvin Harris,1,1,12
31/12/2011,1,We Found Love,Rihanna Featuring Calvin Harris,1,1,13
07/01/2012,1,Sexy And I Know It,LMFAO,2,1,17
14/01/2012,1,Sexy And I Know It,LMFAO,1,1,18
21/01/2012,1,We Found Love,Rihanna Featuring Calvin Harris,2,1,16
28/01/2012,1,We Found Love,Rihanna Featuring Calvin Harris,1,1,17
04/02/2012,1,Set Fire To The Rain,Adele,2,1,21
11/02/2012,1,Set Fire To The Rain,Adele,1,1,22
18/02/2012,1,Stronger (What Doesn't Kill You),Kelly Clarkson,2,1,7
25/02/2012,1,Stronger (What Doesn't Kill You),Kelly Clarkson,1,1,8
03/03/2012,1,Part Of Me,Katy Perry,,1,1
10/03/2012,1,Stronger (What Doesn't Kill You),Kelly Clarkson,4,1,10
17/03/2012,1,We Are Young,fun. Featuring Janelle Monae,3,1,11
24/03/2012,1,We Are Young,fun. Featuring Janelle Monae,1,1,12
31/03/2012,1,We Are Young,fun. Featuring Janelle Monae,1,1,13
07/04/2012,1,We Are Young,fun. Featuring Janelle Monae,1,1,14
14/04/2012,1,We Are Young,fun. Featuring Janelle Monae,1,1,15
21/04/2012,1,We Are Young,fun. Featuring Janelle Monae,1,1,16
28/04/2012,1,Somebody That I Used To Know,Gotye Featuring Kimbra,2,1,15
05/05/2012,1,Somebody That I Used To Know,Gotye Featuring Kimbra,1,1,16
12/05/2012,1,Somebody That I Used To Know,Gotye Featuring Kimbra,1,1,17
19/05/2012,1,Somebody That I Used To Know,Gotye Featuring Kimbra,1,1,18
26/05/2012,1,Somebody That I Used To Know,Gotye Featuring Kimbra,1,1,19
02/06/2012,1,Somebody That I Used To Know,Gotye Featuring Kimbra,1,1,20
09/06/2012,1,Somebody That I Used To Know,Gotye Featuring Kimbra,1,1,21
16/06/2012,1,Somebody That I Used To Know,Gotye Featuring Kimbra,1,1,22
23/06/2012,1,Call Me Maybe,Carly Rae Jepsen,2,1,16
30/06/2012,1,Call Me Maybe,Carly Rae Jepsen,1,1,17
07/07/2012,1,Call Me Maybe,Carly Rae Jepsen,1,1,18
14/07/2012,1,Call Me Maybe,Carly Rae Jepsen,1,1,19
21/07/2012,1,Call Me Maybe,Carly Rae Jepsen,1,1,20
28/07/2012,1,Call Me Maybe,Carly Rae Jepsen,1,1,21
04/08/2012,1,Call Me Maybe,Carly Rae Jepsen,1,1,22
11/08/2012,1,Call Me Maybe,Carly Rae Jepsen,1,1,23
18/08/2012,1,Call Me Maybe,Carly Rae Jepsen,1,1,24
25/08/2012,1,Whistle,Flo Rida,3,1,13
01/09/2012,1,We Are Never Ever Getting Back Together,Taylor Swift,72,1,2
08/09/2012,1,We Are Never Ever Getting Back Together,Taylor Swift,1,1,3
15/09/2012,1,Whistle,Flo Rida,2,1,16
22/09/2012,1,We Are Never Ever Getting Back Together,Taylor Swift,2,1,5
29/09/2012,1,One More Night,Maroon 5,2,1,13
06/10/2012,1,One More Night,Maroon 5,1,1,14
13/10/2012,1,One More Night,Maroon 5,1,1,15
20/10/2012,1,One More Night,Maroon 5,1,1,16
27/10/2012,1,One More Night,Maroon 5,1,1,17
03/11/2012,1,One More Night,Maroon 5,1,1,18
10/11/2012,1,One More Night,Maroon 5,1,1,19
17/11/2012,1,One More Night,Maroon 5,1,1,20
24/11/2012,1,One More Night,Maroon 5,1,1,21
01/12/2012,1,Diamonds,Rihanna,2,1,8
08/12/2012,1,Diamonds,Rihanna,1,1,9
15/12/2012,1,Diamonds,Rihanna,1,1,10
22/12/2012,1,Locked Out Of Heaven,Bruno Mars,2,1,10
29/12/2012,1,Locked Out Of Heaven,Bruno Mars,1,1,11
05/01/2013,1,Locked Out Of Heaven,Bruno Mars,1,1,12
12/01/2013,1,Locked Out Of Heaven,Bruno Mars,1,1,13
19/01/2013,1,Locked Out Of Heaven,Bruno Mars,1,1,14
26/01/2013,1,Locked Out Of Heaven,Bruno Mars,1,1,15
02/02/2013,1,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2,1,16
09/02/2013,1,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,1,17
16/02/2013,1,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,1,18
23/02/2013,1,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,1,19
02/03/2013,1,Harlem Shake,Baauer,,1,1
09/03/2013,1,Harlem Shake,Baauer,1,1,2
16/03/2013,1,Harlem Shake,Baauer,1,1,3
23/03/2013,1,Harlem Shake,Baauer,1,1,4
30/03/2013,1,Harlem Shake,Baauer,1,1,5
06/04/2013,1,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2,1,25
13/04/2013,1,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,1,1,26
20/04/2013,1,When I Was Your Man,Bruno Mars,2,1,16
27/04/2013,1,Just Give Me A Reason,P!nk Featuring Nate Ruess,3,1,9
04/05/2013,1,Just Give Me A Reason,P!nk Featuring Nate Ruess,1,1,10
11/05/2013,1,Just Give Me A Reason,P!nk Featuring Nate Ruess,1,1,11
18/05/2013,1,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,2,1,13
25/05/2013,1,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,1,1,14
01/06/2013,1,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,1,1,15
08/06/2013,1,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,1,1,16
15/06/2013,1,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,1,1,17
22/06/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,6,1,8
29/06/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,1,9
06/07/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,1,10
13/07/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,1,11
20/07/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,1,12
27/07/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,1,13
03/08/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,1,14
10/08/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,1,15
17/08/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,1,16
24/08/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,1,17
31/08/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,1,18
07/09/2013,1,Blurred Lines,Robin Thicke Featuring T.I. + Pharrell,1,1,19
14/09/2013,1,Roar,Katy Perry,2,1,4
21/09/2013,1,Roar,Katy Perry,1,1,5
28/09/2013,1,Wrecking Ball,Miley Cyrus,22,1,4
05/10/2013,1,Wrecking Ball,Miley Cyrus,1,1,5
12/10/2013,1,Royals,Lorde,3,1,13
19/10/2013,1,Royals,Lorde,1,1,14
26/10/2013,1,Royals,Lorde,1,1,15
02/11/2013,1,Royals,Lorde,1,1,16
09/11/2013,1,Royals,Lorde,1,1,17
16/11/2013,1,Royals,Lorde,1,1,18
23/11/2013,1,Royals,Lorde,1,1,19
30/11/2013,1,Royals,Lorde,1,1,20
07/12/2013,1,Royals,Lorde,1,1,21
14/12/2013,1,Wrecking Ball,Miley Cyrus,3,1,15
21/12/2013,1,The Monster,Eminem Featuring Rihanna,2,1,6
28/12/2013,1,The Monster,Eminem Featuring Rihanna,1,1,7
04/01/2014,1,The Monster,Eminem Featuring Rihanna,1,1,8
11/01/2014,1,The Monster,Eminem Featuring Rihanna,1,1,9
18/01/2014,1,Timber,Pitbull Featuring Ke$ha,2,1,13
25/01/2014,1,Timber,Pitbull Featuring Ke$ha,1,1,14
01/02/2014,1,Timber,Pitbull Featuring Ke$ha,1,1,15
08/02/2014,1,Dark Horse,Katy Perry Featuring Juicy J,2,1,19
15/02/2014,1,Dark Horse,Katy Perry Featuring Juicy J,1,1,20
22/02/2014,1,Dark Horse,Katy Perry Featuring Juicy J,1,1,21
01/03/2014,1,Dark Horse,Katy Perry Featuring Juicy J,1,1,22
08/03/2014,1,Happy,Pharrell Williams,2,1,8
15/03/2014,1,Happy,Pharrell Williams,1,1,9
22/03/2014,1,Happy,Pharrell Williams,1,1,10
29/03/2014,1,Happy,Pharrell Williams,1,1,11
05/04/2014,1,Happy,Pharrell Williams,1,1,12
12/04/2014,1,Happy,Pharrell Williams,1,1,13
19/04/2014,1,Happy,Pharrell Williams,1,1,14
26/04/2014,1,Happy,Pharrell Williams,1,1,15
03/05/2014,1,Happy,Pharrell Williams,1,1,16
10/05/2014,1,Happy,Pharrell Williams,1,1,17
17/05/2014,1,All Of Me,John Legend,2,1,30
24/05/2014,1,All Of Me,John Legend,1,1,31
31/05/2014,1,All Of Me,John Legend,1,1,32
07/06/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,2,1,12
14/06/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,1,1,13
21/06/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,1,1,14
28/06/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,1,1,15
05/07/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,1,1,16
12/07/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,1,1,17
19/07/2014,1,Fancy,Iggy Azalea Featuring Charli XCX,1,1,18
26/07/2014,1,Rude,MAGIC!,2,1,12
02/08/2014,1,Rude,MAGIC!,1,1,13
09/08/2014,1,Rude,MAGIC!,1,1,14
16/08/2014,1,Rude,MAGIC!,1,1,15
23/08/2014,1,Rude,MAGIC!,1,1,16
30/08/2014,1,Rude,MAGIC!,1,1,17
06/09/2014,1,Shake It Off,Taylor Swift,,1,1
13/09/2014,1,Shake It Off,Taylor Swift,1,1,2
20/09/2014,1,All About That Bass,Meghan Trainor,2,1,9
27/09/2014,1,All About That Bass,Meghan Trainor,1,1,10
04/10/2014,1,All About That Bass,Meghan Trainor,1,1,11
11/10/2014,1,All About That Bass,Meghan Trainor,1,1,12
18/10/2014,1,All About That Bass,Meghan Trainor,1,1,13
25/10/2014,1,All About That Bass,Meghan Trainor,1,1,14
01/11/2014,1,All About That Bass,Meghan Trainor,1,1,15
08/11/2014,1,All About That Bass,Meghan Trainor,1,1,16
15/11/2014,1,Shake It Off,Taylor Swift,2,1,11
22/11/2014,1,Shake It Off,Taylor Swift,1,1,12
29/11/2014,1,Blank Space,Taylor Swift,13,1,3
06/12/2014,1,Blank Space,Taylor Swift,1,1,4
13/12/2014,1,Blank Space,Taylor Swift,1,1,5
20/12/2014,1,Blank Space,Taylor Swift,1,1,6
27/12/2014,1,Blank Space,Taylor Swift,1,1,7
03/01/2015,1,Blank Space,Taylor Swift,1,1,8
10/01/2015,1,Blank Space,Taylor Swift,1,1,9
